광역시도,시군구,선거인수,투표수,이재명,윤석열,심상정,electionSum,electionRatio
전라남도,무안군,75012,61552,52983,6624,808,60415,98.15
전라남도,영광군,45280,36321,30855,4056,475,35386,97.43
전라남도,함평군,28435,23295,20467,2052,259,22778,97.78
전라남도,신안군,35175,29213,25583,2742,272,28597,97.89
경상북도,포항시북구,232070,183046,45053,130458,3911,179422,98.02
경상북도,포항시남구,197466,152184,38517,106712,3250,148479,97.57
경상북도,울릉군,8141,6653,1590,4815,109,6514,97.91
경상북도,경주시,220573,173759,43031,123196,3380,169607,97.61
경상북도,김천시,120746,95575,22122,69272,1838,93232,97.55
경상북도,안동시,136307,106950,30870,71881,1674,104425,97.64
경상북도,구미시,338810,253211,67054,173950,5537,246541,97.37
경상북도,영주시,89380,70769,17937,50214,1153,69304,97.93
경상북도,영천시,91044,70942,14332,53537,1119,68988,97.25
경상북도,상주시,85100,68459,13660,51935,1097,66692,97.42
경상북도,문경시,63035,49720,9912,37738,808,48458,97.46
경상북도,예천군,47677,39128,9147,28320,653,38120,97.42
경상북도,경산시,230797,176406,40267,128158,3533,171958,97.48
경상북도,청도군,38816,30953,5654,24036,489,30179,97.5
경상북도,고령군,27955,22270,3852,17464,317,21633,97.14
경상북도,성주군,39491,32009,5775,24975,472,31222,97.54
경상북도,칠곡군,96181,71492,17603,50468,1369,69440,97.13
경상북도,군위군,21784,18239,2511,15032,216,17759,97.37
경상북도,의성군,47369,39245,6431,31176,545,38152,97.21
경상북도,청송군,22793,18789,3716,14268,298,18282,97.3
경상북도,영양군,14932,12337,2855,8968,208,12031,97.52
경상북도,영덕군,32227,25897,4342,20611,310,25263,97.55
경상북도,봉화군,28052,22707,5252,16451,361,22064,97.17
경상북도,울진군,42282,33544,6888,25287,476,32651,97.34
경상남도,창원시의창구,185646,143063,52289,82914,3805,139008,97.17
경상남도,창원시성산구,213187,170073,67177,93082,5428,165687,97.42
경상남도,창원시마산합포구,156984,120928,37657,77518,2618,117793,97.41
경상남도,창원시마산회원구,160587,125233,41527,77282,2911,121720,97.19
경상남도,창원시진해구,159611,119212,45890,66298,3075,115263,96.69
경상남도,진주시,292842,228238,74975,141433,5578,221986,97.26
경상남도,통영시,106361,80080,26387,49772,1573,77732,97.07
경상남도,고성군,45053,34327,10348,22213,645,33206,96.73
경상남도,사천시,94303,71772,23424,44656,1581,69661,97.06
경상남도,김해시,444342,328521,150338,160401,8587,319326,97.2
경상남도,밀양시,92517,70249,21906,44881,1457,68244,97.15
경상남도,거제시,194074,145481,64355,71772,4186,140313,96.45
경상남도,의령군,24419,19089,5396,12625,349,18370,96.23
경상남도,함안군,54570,41791,13504,26066,921,40491,96.89
경상남도,창녕군,54037,41401,10934,28492,716,40142,96.96
경상남도,양산시,294133,220501,92137,116904,5364,214405,97.24
경상남도,하동군,39640,32089,11218,18974,723,30915,96.34
경상남도,남해군,38680,30297,10143,18503,676,29322,96.78
경상남도,함양군,34459,26955,8526,16957,528,26011,96.5
경상남도,산청군,31645,24913,7125,16607,464,24196,97.12
경상남도,거창군,53049,41399,11963,27254,895,40112,96.89
경상남도,합천군,39768,31270,6911,22742,511,30164,96.46
제주특별자치도,제주시,408552,296826,157695,122084,10007,289786,97.63
제주특별자치도,서귀포시,155802,112823,55435,50930,3591,109956,97.46
