"년도","월","자치구명","발생건수","사망자수","부상자수"
2005,10,"동대문구",135,0,202
2005,11,"동대문구",134,2,199
2005,12,"동대문구",183,2,311
2005,1,"중랑구",157,0,238
2005,2,"중랑구",103,0,161
2005,3,"중랑구",132,2,166
2005,4,"중랑구",149,0,235
2005,5,"중랑구",174,1,236
2005,6,"중랑구",154,0,211
2005,7,"중랑구",173,1,282
2005,8,"중랑구",166,1,262
2005,9,"중랑구",173,2,258
2005,10,"중랑구",153,2,221
2005,11,"중랑구",165,1,249
2005,12,"중랑구",151,1,220
2005,1,"성북구",102,1,169
2005,2,"성북구",123,0,178
2005,3,"성북구",144,2,207
2005,4,"성북구",130,1,187
2005,5,"성북구",164,2,226
2005,6,"성북구",113,3,139
2005,7,"성북구",125,1,199
2005,8,"성북구",135,5,192
2005,9,"성북구",137,2,203
2005,10,"성북구",120,2,176
2005,11,"성북구",117,0,166
2005,12,"성북구",140,0,209
2005,1,"강북구",88,0,142
2005,2,"강북구",71,1,98
2005,3,"강북구",91,3,119
2005,4,"강북구",92,1,140
2005,5,"강북구",82,3,120
2005,6,"강북구",76,3,113
2005,7,"강북구",101,0,125
2005,8,"강북구",92,1,132
2005,9,"강북구",118,2,166
2005,10,"강북구",100,1,137
2005,11,"강북구",113,0,150
2005,12,"강북구",112,3,164
2005,1,"도봉구",61,0,89
2005,2,"도봉구",58,0,93
2005,3,"도봉구",79,2,109
2005,4,"도봉구",85,1,115
2005,5,"도봉구",82,0,108
2005,6,"도봉구",78,0,112
2005,7,"도봉구",67,0,97
2005,8,"도봉구",86,1,140
2005,9,"도봉구",86,1,134
2005,10,"도봉구",65,0,90
2005,11,"도봉구",92,1,148
2005,12,"도봉구",89,2,174
2005,1,"노원구",137,1,249
2005,2,"노원구",114,2,183
2005,3,"노원구",169,2,269
2005,4,"노원구",154,1,237
2005,5,"노원구",154,1,242
2005,6,"노원구",148,2,211
2005,7,"노원구",110,1,179
2005,8,"노원구",143,4,205
2005,9,"노원구",134,0,180
2005,10,"노원구",131,0,198
2005,11,"노원구",153,4,217
2005,12,"노원구",175,2,268
2005,1,"은평구",85,0,115
2005,2,"은평구",87,1,124
2005,3,"은평구",102,0,146
2005,4,"은평구",132,1,190
2005,5,"은평구",135,0,184
2005,6,"은평구",128,1,182
2005,7,"은평구",103,1,149
2005,8,"은평구",111,1,175
2005,9,"은평구",124,3,151
2005,10,"은평구",123,0,167
2005,11,"은평구",108,2,156
2005,12,"은평구",135,1,211
2005,1,"서대문구",79,2,113
2005,2,"서대문구",65,1,116
2005,3,"서대문구",82,0,116
2005,4,"서대문구",90,0,141
2005,5,"서대문구",94,1,124
2005,6,"서대문구",97,4,133
2005,7,"서대문구",84,0,122
2005,8,"서대문구",86,0,130
2005,9,"서대문구",99,2,160
2005,10,"서대문구",84,2,145
2005,11,"서대문구",87,1,122
2005,12,"서대문구",102,3,167
2005,1,"마포구",131,2,216
2005,2,"마포구",100,3,150
2005,3,"마포구",107,1,165
2005,4,"마포구",127,1,205
2005,5,"마포구",144,2,228
2005,6,"마포구",117,0,197
2005,7,"마포구",151,4,273
2005,8,"마포구",128,4,220
2005,9,"마포구",125,6,201
2005,10,"마포구",145,1,205
2005,11,"마포구",152,3,254
2005,12,"마포구",125,0,203
2005,1,"양천구",101,1,148
2005,2,"양천구",74,0,112
2005,3,"양천구",109,2,157
2005,4,"양천구",119,1,167
2005,5,"양천구",115,1,172
2005,6,"양천구",113,2,158
2005,7,"양천구",101,4,146
2005,8,"양천구",111,1,141
2005,9,"양천구",105,1,136
2005,10,"양천구",135,2,194
2005,11,"양천구",107,1,156
2005,12,"양천구",114,0,162
2005,1,"강서구",128,0,210
2005,2,"강서구",110,1,177
2005,3,"강서구",156,3,224
2005,4,"강서구",157,1,222
2005,5,"강서구",154,2,242
2005,6,"강서구",147,0,232
2005,7,"강서구",183,2,240
2005,8,"강서구",159,2,240
2005,9,"강서구",150,2,229
2005,10,"강서구",137,3,221
2005,11,"강서구",169,2,260
2005,12,"강서구",144,1,228
2005,1,"구로구",89,2,143
2005,2,"구로구",76,0,132
2005,3,"구로구",103,0,152
2005,4,"구로구",101,5,147
2005,5,"구로구",114,1,149
2005,6,"구로구",113,2,179
2005,7,"구로구",131,1,203
2005,8,"구로구",146,4,219
2005,9,"구로구",125,2,183
2005,10,"구로구",110,2,204
2005,11,"구로구",120,2,221
2005,12,"구로구",159,3,264
2005,1,"금천구",57,1,80
2005,2,"금천구",42,1,51
2005,3,"금천구",60,1,83
2005,4,"금천구",67,1,103
2005,5,"금천구",65,1,105
2005,6,"금천구",55,0,105
2005,7,"금천구",76,2,127
2005,8,"금천구",84,3,141
2005,9,"금천구",75,1,122
2005,10,"금천구",69,1,131
2005,11,"금천구",78,3,128
2005,12,"금천구",74,0,122
2005,1,"영등포구",168,2,271
2005,2,"영등포구",117,5,170
2005,3,"영등포구",146,0,201
2005,4,"영등포구",220,2,334
2005,5,"영등포구",182,5,282
2005,6,"영등포구",186,2,268
2005,7,"영등포구",162,2,257
2005,8,"영등포구",193,3,291
2005,9,"영등포구",183,4,256
2005,10,"영등포구",207,1,326
2005,11,"영등포구",198,4,303
2005,12,"영등포구",224,2,322
2005,1,"동작구",98,2,145
2005,2,"동작구",79,2,119
2005,3,"동작구",92,0,129
2005,4,"동작구",104,2,173
2005,5,"동작구",102,0,159
2005,6,"동작구",93,2,131
2005,7,"동작구",97,0,136
2005,8,"동작구",103,1,153
2005,9,"동작구",116,1,171
2005,10,"동작구",99,0,161
2005,11,"동작구",96,2,147
2005,12,"동작구",114,0,166
2005,1,"관악구",97,1,135
2005,2,"관악구",111,2,146
2005,3,"관악구",130,2,176
2005,4,"관악구",151,1,214
2005,5,"관악구",142,2,223
2005,6,"관악구",134,1,188
2005,7,"관악구",148,3,198
2005,8,"관악구",141,1,212
2005,9,"관악구",147,4,217
2005,10,"관악구",156,2,225
2005,11,"관악구",136,3,185
2005,12,"관악구",151,3,230
2005,1,"서초구",121,0,213
2005,2,"서초구",88,3,109
2005,3,"서초구",108,1,154
2005,4,"서초구",116,0,207
2005,5,"서초구",119,4,170
2005,6,"서초구",127,1,242
2005,7,"서초구",146,7,223
2005,8,"서초구",139,4,221
2005,9,"서초구",141,1,232
2005,10,"서초구",168,2,255
2005,11,"서초구",162,2,256
2005,12,"서초구",136,1,219
2005,1,"강남구",212,2,330
2005,2,"강남구",176,1,299
2005,3,"강남구",225,2,323
2005,4,"강남구",247,2,337
2005,5,"강남구",275,3,404
2005,6,"강남구",268,3,399
2005,7,"강남구",299,3,447
2005,8,"강남구",300,2,448
2005,9,"강남구",280,1,422
2005,10,"강남구",264,4,389
2005,11,"강남구",249,2,368
2005,12,"강남구",331,3,516
2005,1,"송파구",167,0,268
2005,2,"송파구",149,2,217
2005,3,"송파구",193,2,294
2005,4,"송파구",221,3,318
2005,5,"송파구",202,2,317
2005,6,"송파구",220,2,300
2005,7,"송파구",228,3,350
2005,8,"송파구",209,2,302
2005,9,"송파구",220,4,320
2005,10,"송파구",246,1,366
2005,11,"송파구",212,2,299
2005,12,"송파구",241,4,355
2005,1,"강동구",101,4,138
2005,2,"강동구",85,4,109
2005,3,"강동구",93,1,126
2005,4,"강동구",112,2,152
2005,5,"강동구",117,0,154
2005,6,"강동구",109,0,156
2005,7,"강동구",129,2,186
2005,8,"강동구",108,3,145
2005,9,"강동구",119,1,154
2005,10,"강동구",110,0,158
2005,11,"강동구",118,1,164
2005,12,"강동구",129,1,196
2006,1,"종로구",103,2,156
2006,2,"종로구",89,1,135
2006,3,"종로구",113,0,170
2006,4,"종로구",134,1,186
2006,5,"종로구",125,2,202
2006,6,"종로구",99,0,148
2006,7,"종로구",104,2,164
2006,8,"종로구",111,1,185
2006,9,"종로구",133,2,190
2006,10,"종로구",114,1,180
2006,11,"종로구",124,2,182
2006,12,"종로구",112,1,180
2006,1,"중구",81,1,120
2006,2,"중구",83,0,127
2006,3,"중구",92,0,128
2006,4,"중구",99,2,128
2006,5,"중구",134,1,180
2006,6,"중구",130,0,176
2006,7,"중구",111,0,160
2006,8,"중구",149,3,191
2006,9,"중구",147,3,203
2006,10,"중구",117,1,158
2006,11,"중구",136,3,185
2006,12,"중구",109,2,171
2006,1,"용산구",79,1,140
2006,2,"용산구",102,0,150
2006,3,"용산구",101,0,152
2006,4,"용산구",117,1,189
2006,5,"용산구",132,3,207
2006,6,"용산구",97,1,146
2006,7,"용산구",119,0,182
2006,8,"용산구",128,3,202
2006,9,"용산구",117,2,166
2006,10,"용산구",111,0,162
2006,11,"용산구",117,2,163
2006,12,"용산구",109,1,175
2006,1,"성동구",61,0,94
2006,2,"성동구",79,0,120
2006,3,"성동구",65,0,98
2006,4,"성동구",81,0,119
2006,5,"성동구",110,1,151
2006,6,"성동구",74,2,105
2006,7,"성동구",84,0,132
2006,8,"성동구",98,1,152
2006,9,"성동구",97,3,137
2006,10,"성동구",125,3,186
2006,11,"성동구",96,1,131
2006,12,"성동구",85,4,131
2006,1,"광진구",126,1,192
2006,2,"광진구",96,1,143
2006,3,"광진구",130,1,189
2006,4,"광진구",127,0,183
2006,5,"광진구",142,1,200
2006,6,"광진구",147,1,216
2006,7,"광진구",144,1,205
2006,8,"광진구",144,1,212
2006,9,"광진구",154,1,228
2006,10,"광진구",142,1,204
2006,11,"광진구",131,0,181
2006,12,"광진구",117,2,185
2006,1,"동대문구",119,2,169
2006,2,"동대문구",124,1,171
2006,3,"동대문구",139,1,191
2006,4,"동대문구",149,2,202
2006,5,"동대문구",156,3,204
2006,6,"동대문구",160,0,219
2006,7,"동대문구",160,3,226
2006,8,"동대문구",164,5,212
2006,9,"동대문구",151,2,208
2006,10,"동대문구",149,2,208
2006,11,"동대문구",140,3,202
2006,12,"동대문구",137,1,203
2006,1,"중랑구",127,1,218
2006,2,"중랑구",122,0,190
2006,3,"중랑구",140,0,190
2006,4,"중랑구",170,1,262
2006,5,"중랑구",162,1,228
2006,6,"중랑구",146,0,188
2006,7,"중랑구",162,3,227
2006,8,"중랑구",161,3,250
2006,9,"중랑구",168,1,256
2006,10,"중랑구",152,4,199
2006,11,"중랑구",168,0,216
2006,12,"중랑구",146,0,193
2006,1,"성북구",91,1,158
2006,2,"성북구",100,1,135
2006,3,"성북구",137,4,210
2006,4,"성북구",141,1,192
2006,5,"성북구",166,2,257
2006,6,"성북구",140,1,187
2006,7,"성북구",143,2,196
2006,8,"성북구",114,2,167
2006,9,"성북구",130,1,174
2006,10,"성북구",124,2,197
2006,11,"성북구",155,3,208
2006,12,"성북구",123,4,167
2006,1,"강북구",64,1,87
2006,2,"강북구",75,0,114
2006,3,"강북구",114,1,165
2006,4,"강북구",118,1,176
2006,5,"강북구",116,0,157
2006,6,"강북구",102,0,134
2006,7,"강북구",103,0,183
2006,8,"강북구",109,2,161
2006,9,"강북구",134,0,181
2006,10,"강북구",114,1,150
2006,11,"강북구",102,0,142
2006,12,"강북구",107,1,127
2006,1,"도봉구",49,1,91
2006,2,"도봉구",53,0,93
2006,3,"도봉구",67,1,107
2006,4,"도봉구",99,0,164
2006,5,"도봉구",74,0,122
2006,6,"도봉구",91,1,148
2006,7,"도봉구",69,0,97
2006,8,"도봉구",82,1,125
2006,9,"도봉구",70,0,99
2006,10,"도봉구",71,0,123
2006,11,"도봉구",72,2,101
2006,12,"도봉구",59,3,102
2006,1,"노원구",102,0,157
2006,2,"노원구",108,1,172
2006,3,"노원구",106,1,156
2006,4,"노원구",128,2,213
2006,5,"노원구",149,1,217
2006,6,"노원구",165,2,256
2006,7,"노원구",118,0,170
2006,8,"노원구",155,3,229
2006,9,"노원구",124,1,213
2006,10,"노원구",154,4,261
2006,11,"노원구",139,0,197
2006,12,"노원구",135,1,206
2006,1,"은평구",111,1,167
2006,2,"은평구",82,0,123
2006,3,"은평구",118,1,165
2006,4,"은평구",118,0,171
2006,5,"은평구",138,0,189
2006,6,"은평구",104,0,130
2006,7,"은평구",123,3,182
2006,8,"은평구",128,1,181
2006,9,"은평구",125,2,173
2006,10,"은평구",110,6,161
2006,11,"은평구",125,1,171
2006,12,"은평구",109,3,151
2006,1,"서대문구",62,1,83
2006,2,"서대문구",62,0,82
2006,3,"서대문구",68,1,98
2006,4,"서대문구",74,0,107
2006,5,"서대문구",79,2,103
2006,6,"서대문구",75,1,120
2006,7,"서대문구",76,0,123
2006,8,"서대문구",81,0,120
2006,9,"서대문구",107,1,142
2006,10,"서대문구",89,1,137
2006,11,"서대문구",87,2,117
2006,12,"서대문구",75,1,113
2006,1,"마포구",100,0,144
2006,2,"마포구",98,3,151
2006,3,"마포구",122,2,191
2006,4,"마포구",114,0,182
2006,5,"마포구",145,1,221
2006,6,"마포구",148,1,232
2006,7,"마포구",135,3,215
2006,8,"마포구",143,2,206
2006,9,"마포구",141,2,217
2006,10,"마포구",149,1,240
2006,11,"마포구",167,5,239
2006,12,"마포구",127,2,191
2006,1,"양천구",79,0,118
2006,2,"양천구",100,1,146
2006,3,"양천구",109,0,163
2006,4,"양천구",126,3,166
2006,5,"양천구",110,1,182
2006,6,"양천구",94,0,143
2006,7,"양천구",112,4,170
2006,8,"양천구",111,0,164
2006,9,"양천구",103,2,158
2006,10,"양천구",111,1,158
2006,11,"양천구",118,2,179
2006,12,"양천구",100,0,131
2006,1,"강서구",113,1,166
2006,2,"강서구",114,0,163
2006,3,"강서구",160,2,241
2006,4,"강서구",163,4,221
2006,5,"강서구",166,1,232
2006,6,"강서구",151,2,229
2006,7,"강서구",125,1,189
2006,8,"강서구",129,2,184
2006,9,"강서구",160,2,210
2006,10,"강서구",134,0,219
2006,11,"강서구",140,7,205
2006,12,"강서구",132,2,178
2006,1,"구로구",113,2,164
2006,2,"구로구",108,0,178
2006,3,"구로구",126,0,205
2006,4,"구로구",110,3,176
2006,5,"구로구",133,1,211
2006,6,"구로구",124,4,166
2006,7,"구로구",126,1,190
2006,8,"구로구",109,2,177
2006,9,"구로구",116,5,174
2006,10,"구로구",95,3,136
2006,11,"구로구",129,1,214
2006,12,"구로구",107,0,172
2006,1,"금천구",61,0,97
2006,2,"금천구",49,0,83
2006,3,"금천구",66,1,105
2006,4,"금천구",68,2,114
2006,5,"금천구",65,1,104
2006,6,"금천구",80,1,101
2006,7,"금천구",86,0,119
2006,8,"금천구",90,1,155
2006,9,"금천구",68,2,90
2006,10,"금천구",89,0,165
2006,11,"금천구",72,1,114
2006,12,"금천구",77,1,128
2006,1,"영등포구",157,0,254
2006,2,"영등포구",160,2,228
2006,3,"영등포구",171,4,253
2006,4,"영등포구",168,4,233
2006,5,"영등포구",190,2,277
2006,6,"영등포구",171,1,268
2006,7,"영등포구",203,7,290
2006,8,"영등포구",193,0,275
2006,9,"영등포구",191,3,296
2006,10,"영등포구",189,1,285
2006,11,"영등포구",202,4,287
2006,12,"영등포구",171,0,257
2006,1,"동작구",77,2,123
2006,2,"동작구",77,1,116
2006,3,"동작구",71,4,128
2006,4,"동작구",93,4,155
2006,5,"동작구",102,2,163
2006,6,"동작구",92,3,127
2006,7,"동작구",93,1,139
2006,8,"동작구",91,2,146
2006,9,"동작구",96,2,134
2006,10,"동작구",85,0,126
2006,11,"동작구",90,2,134
2006,12,"동작구",84,0,130
2006,1,"관악구",114,0,164
2006,2,"관악구",112,0,150
2006,3,"관악구",133,2,173
2006,4,"관악구",134,1,188
2006,5,"관악구",148,1,215
2006,6,"관악구",141,3,215
2006,7,"관악구",136,2,193
2006,8,"관악구",166,1,251
2006,9,"관악구",156,1,225
2006,10,"관악구",137,0,207
2006,11,"관악구",144,0,193
2006,12,"관악구",148,1,202
2006,1,"서초구",98,1,169
2006,2,"서초구",74,2,110
2006,3,"서초구",131,1,211
2006,4,"서초구",135,1,198
2006,5,"서초구",132,3,220
2006,6,"서초구",150,1,224
2006,7,"서초구",152,4,233
2006,8,"서초구",147,3,209
2006,9,"서초구",157,2,239
2006,10,"서초구",134,2,233
2006,11,"서초구",161,1,285
2006,12,"서초구",154,2,249
2006,1,"강남구",209,3,330
2006,2,"강남구",234,3,354
2006,3,"강남구",229,1,311
2006,4,"강남구",267,2,383
2006,5,"강남구",320,1,471
2006,6,"강남구",277,5,404
2006,7,"강남구",321,5,497
2006,8,"강남구",352,3,507
2006,9,"강남구",328,3,470
2006,10,"강남구",232,4,335
2006,11,"강남구",300,5,446
2006,12,"강남구",252,2,361
2006,1,"송파구",146,1,214
2006,2,"송파구",172,1,253
2006,3,"송파구",194,2,277
2006,4,"송파구",215,1,313
2006,5,"송파구",215,7,317
2006,6,"송파구",209,2,337
2006,7,"송파구",238,2,367
2006,8,"송파구",225,0,334
2006,9,"송파구",234,2,350
2006,10,"송파구",221,4,347
2006,11,"송파구",227,3,325
2006,12,"송파구",191,2,286
2006,1,"강동구",71,1,90
2006,2,"강동구",87,1,128
2006,3,"강동구",104,2,136
2006,4,"강동구",115,2,159
2006,5,"강동구",89,2,124
2006,6,"강동구",95,0,140
2006,7,"강동구",116,1,169
2006,8,"강동구",125,1,168
2006,9,"강동구",117,2,153
2006,10,"강동구",125,0,187
2006,11,"강동구",125,3,161
2006,12,"강동구",102,1,138
2007,1,"종로구",105,0,159
2007,2,"종로구",97,1,130
2007,3,"종로구",140,0,218
2007,4,"종로구",132,0,188
2007,5,"종로구",134,1,200
2007,6,"종로구",131,1,173
2007,7,"종로구",136,1,225
2007,8,"종로구",151,2,228
2007,9,"종로구",141,3,205
2007,10,"종로구",157,2,213
2007,11,"종로구",128,1,182
2007,12,"종로구",138,0,206
2007,1,"중구",101,1,159
2007,2,"중구",90,2,121
2007,3,"중구",123,1,168
2007,4,"중구",122,1,165
2007,5,"중구",139,0,192
2007,6,"중구",115,1,152
2007,7,"중구",121,1,155
2007,8,"중구",127,0,195
2007,9,"중구",113,0,147
2007,10,"중구",130,0,177
2007,11,"중구",117,1,152
2007,12,"중구",114,4,161
2007,1,"용산구",85,3,130
2007,2,"용산구",97,1,141
2007,3,"용산구",113,3,166
2007,4,"용산구",105,1,176
2007,5,"용산구",97,0,154
2007,6,"용산구",108,0,175
2007,7,"용산구",127,2,191
2007,8,"용산구",94,3,160
2007,9,"용산구",126,2,203
2007,10,"용산구",111,1,208
2007,11,"용산구",114,0,170
2007,12,"용산구",110,4,163
2007,1,"성동구",91,2,121
2007,2,"성동구",95,1,138
2007,3,"성동구",99,0,148
2007,4,"성동구",86,2,123
2007,5,"성동구",117,0,165
2007,6,"성동구",93,1,120
2007,7,"성동구",92,1,123
2007,8,"성동구",104,2,148
2007,9,"성동구",93,2,140
2007,10,"성동구",124,3,165
2007,11,"성동구",99,1,147
2007,12,"성동구",94,1,137
2007,1,"광진구",102,2,142
2007,2,"광진구",107,0,156
2007,3,"광진구",144,1,200
2007,4,"광진구",136,1,206
2007,5,"광진구",148,0,222
2007,6,"광진구",149,3,204
2007,7,"광진구",141,3,202
2007,8,"광진구",148,0,216
2007,9,"광진구",155,2,216
2007,10,"광진구",152,1,222
2007,11,"광진구",145,3,188
2007,12,"광진구",148,1,222
2007,1,"동대문구",105,3,183
2007,2,"동대문구",109,1,147
2007,3,"동대문구",162,0,246
2007,4,"동대문구",159,1,223
2007,5,"동대문구",178,1,244
2007,6,"동대문구",178,3,239
2007,7,"동대문구",129,2,165
2007,8,"동대문구",145,4,199
2007,9,"동대문구",149,4,190
2007,10,"동대문구",154,1,206
2007,11,"동대문구",143,3,189
2007,12,"동대문구",146,4,205
2007,1,"중랑구",134,0,196
2007,2,"중랑구",142,3,219
2007,3,"중랑구",170,2,252
2007,4,"중랑구",187,3,281
2007,5,"중랑구",164,0,250
2007,6,"중랑구",171,1,228
2007,7,"중랑구",201,2,282
2007,8,"중랑구",176,2,253
2007,9,"중랑구",201,1,300
2007,10,"중랑구",196,2,278
2007,11,"중랑구",161,1,239
2007,12,"중랑구",168,3,244
2007,1,"성북구",102,1,143
2007,2,"성북구",79,0,117
2007,3,"성북구",97,1,129
2007,4,"성북구",114,0,140
2007,5,"성북구",141,1,196
2007,6,"성북구",123,2,176
2007,7,"성북구",115,0,173
2007,8,"성북구",113,0,157
2007,9,"성북구",140,0,210
2007,10,"성북구",112,0,152
2007,11,"성북구",141,4,192
2007,12,"성북구",114,0,158
2007,1,"강북구",79,0,106
2007,2,"강북구",81,1,120
2007,3,"강북구",117,2,168
2007,4,"강북구",102,0,144
2007,5,"강북구",109,0,170
2007,6,"강북구",120,0,168
2007,7,"강북구",116,1,160
2007,8,"강북구",104,1,150
2007,9,"강북구",99,2,150
2007,10,"강북구",133,2,174
2007,11,"강북구",95,1,118
2007,12,"강북구",108,1,164
2007,1,"도봉구",53,3,91
2007,2,"도봉구",39,1,69
2007,3,"도봉구",72,0,117
2007,4,"도봉구",65,2,87
2007,5,"도봉구",77,2,108
2007,6,"도봉구",69,0,103
2007,7,"도봉구",71,1,110
2007,8,"도봉구",64,0,88
2007,9,"도봉구",79,0,105
2007,10,"도봉구",72,1,101
2007,11,"도봉구",74,0,112
2007,12,"도봉구",61,1,100
2007,1,"노원구",126,1,180
2007,2,"노원구",117,0,162
2007,3,"노원구",145,3,207
2007,4,"노원구",137,3,199
2007,5,"노원구",126,0,183
2007,6,"노원구",157,1,217
2007,7,"노원구",180,7,246
2007,8,"노원구",129,3,179
2007,9,"노원구",145,1,205
2007,10,"노원구",163,4,221
2007,11,"노원구",132,2,179
2007,12,"노원구",150,1,202
2007,1,"은평구",74,2,106
2007,2,"은평구",86,1,126
2007,3,"은평구",112,1,157
2007,4,"은평구",108,0,160
2007,5,"은평구",123,1,165
2007,6,"은평구",110,1,160
2007,7,"은평구",126,4,157
2007,8,"은평구",116,0,153
2007,9,"은평구",125,2,187
2007,10,"은평구",115,3,152
2007,11,"은평구",103,0,161
2007,12,"은평구",117,1,163
2007,1,"서대문구",64,0,94
2007,2,"서대문구",84,2,128
2007,3,"서대문구",106,0,156
2007,4,"서대문구",87,1,114
2007,5,"서대문구",96,1,155
2007,6,"서대문구",92,3,123
2007,7,"서대문구",69,1,100
2007,8,"서대문구",88,1,127
2007,9,"서대문구",93,1,149
2007,10,"서대문구",78,1,105
2007,11,"서대문구",85,1,130
2007,12,"서대문구",89,1,132
2007,1,"마포구",95,1,154
2007,2,"마포구",94,5,151
2007,3,"마포구",155,5,245
2007,4,"마포구",114,2,172
2007,5,"마포구",107,2,173
2007,6,"마포구",135,5,209
2007,7,"마포구",127,2,186
2007,8,"마포구",122,0,197
2007,9,"마포구",141,1,219
2007,10,"마포구",142,1,215
2007,11,"마포구",99,0,161
2007,12,"마포구",108,0,159
2007,1,"양천구",82,0,134
2007,2,"양천구",65,0,93
2007,3,"양천구",112,1,171
2007,4,"양천구",112,0,171
2007,5,"양천구",92,0,139
2007,6,"양천구",106,0,161
2007,7,"양천구",95,3,153
2007,8,"양천구",91,5,134
2007,9,"양천구",101,1,149
2007,10,"양천구",109,2,138
2007,11,"양천구",118,2,164
2007,12,"양천구",102,2,130
2007,1,"강서구",128,1,170
2007,2,"강서구",115,3,158
2007,3,"강서구",148,0,231
2007,4,"강서구",151,2,214
2007,5,"강서구",166,1,214
2007,6,"강서구",149,1,215
2007,7,"강서구",140,3,201
2007,8,"강서구",122,5,156
2007,9,"강서구",166,1,235
2007,10,"강서구",161,1,226
2007,11,"강서구",158,1,223
2007,12,"강서구",165,0,241
2007,1,"구로구",89,0,151
2007,2,"구로구",92,0,143
2007,3,"구로구",134,0,279
2007,4,"구로구",124,3,199
2007,5,"구로구",135,2,197
2007,6,"구로구",131,3,203
2007,7,"구로구",139,2,209
2007,8,"구로구",108,0,169
2007,9,"구로구",141,0,203
2007,10,"구로구",146,1,211
2007,11,"구로구",121,0,171
2007,12,"구로구",119,2,187
2007,1,"금천구",66,1,93
2007,2,"금천구",50,0,95
2007,3,"금천구",65,1,99
2007,4,"금천구",63,0,83
2007,5,"금천구",83,3,111
2007,6,"금천구",77,3,100
2007,7,"금천구",90,1,149
2007,8,"금천구",73,4,108
2007,9,"금천구",63,0,92
2007,10,"금천구",67,1,89
2007,11,"금천구",71,0,114
2007,12,"금천구",96,0,171
2007,1,"영등포구",159,4,233
2007,2,"영등포구",156,3,228
2007,3,"영등포구",175,3,266
2007,4,"영등포구",182,3,271
2007,5,"영등포구",181,2,275
2007,6,"영등포구",167,5,244
2007,7,"영등포구",193,3,277
2007,8,"영등포구",178,3,246
2007,9,"영등포구",225,3,367
2007,10,"영등포구",199,2,287
2007,11,"영등포구",205,0,306
2007,12,"영등포구",177,4,262
2007,1,"동작구",79,0,124
2007,2,"동작구",65,0,92
2007,3,"동작구",111,1,186
2007,4,"동작구",90,2,136
2007,5,"동작구",117,2,194
2007,6,"동작구",97,0,145
2007,7,"동작구",99,2,150
2007,8,"동작구",92,0,132
2007,9,"동작구",75,0,111
2007,10,"동작구",96,3,139
2007,11,"동작구",84,1,130
2007,12,"동작구",81,5,106
2007,1,"관악구",143,1,201
2007,2,"관악구",110,0,160
2007,3,"관악구",150,0,246
2007,4,"관악구",144,2,195
2007,5,"관악구",154,2,204
2007,6,"관악구",163,3,220
2007,7,"관악구",147,2,183
2007,8,"관악구",163,4,232
2007,9,"관악구",175,1,234
2007,10,"관악구",180,1,269
2007,11,"관악구",161,1,216
2007,12,"관악구",154,1,237
2007,1,"서초구",115,0,190
2007,2,"서초구",121,0,198
2007,3,"서초구",152,2,218
2007,4,"서초구",166,5,278
2007,5,"서초구",155,4,258
2007,6,"서초구",169,1,254
2007,7,"서초구",153,0,277
2007,8,"서초구",154,0,254
2007,9,"서초구",145,5,230
2007,10,"서초구",137,0,204
